,Date,Time,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Referee,Sh,SoT,Dist,FK,PK,PKatt,Team,Opp,Hour,Day,GF_rolling,GA_rolling,xG_rolling,xGA_rolling,Poss_rolling,Sh_rolling,SoT_rolling,Dist_rolling,FK_rolling,PK_rolling,PKatt_rolling
168,2024-09-21,15:00,1,0,1.0,1.0,7,0.7,1.1,58.0,5,12.0,2.0,16.0,0.0,0,0,10,7,15,5,1.3333333333333333,2.0,0.7333333333333334,1.8999999999999997,45.666666666666664,9.333333333333334,3.6666666666666665,20.766666666666666,0.3333333333333333,0.0,0.0
169,2024-09-28,15:00,0,0,2.0,4.0,0,0.3,4.4,26.0,16,5.0,3.0,14.5,0.0,0,0,10,0,15,5,1.3333333333333333,1.6666666666666667,0.7666666666666666,1.6666666666666667,49.666666666666664,10.0,3.0,18.599999999999998,0.0,0.0,0.0
170,2024-10-05,15:00,1,1,1.0,0.0,2,0.8,2.1,45.0,4,6.0,2.0,18.8,0.0,0,0,10,2,15,5,1.6666666666666667,2.3333333333333335,0.7333333333333333,2.6666666666666665,39.333333333333336,8.666666666666666,3.0,16.566666666666666,0.0,0.0,0.0
171,2024-10-19,15:00,0,1,3.0,2.0,16,3.1,2.1,58.0,1,17.0,3.0,16.5,0.0,1,1,10,16,15,5,1.3333333333333333,1.6666666666666667,0.6,2.533333333333333,43.0,7.666666666666667,2.3333333333333335,16.433333333333334,0.0,0.0,0.0
172,2024-10-25,20:00,1,0,1.0,3.0,15,0.8,1.7,65.0,3,11.0,1.0,21.5,0.0,0,0,10,15,20,4,2.0,2.0,1.4000000000000001,2.866666666666667,43.0,9.333333333333334,2.6666666666666665,16.599999999999998,0.0,0.3333333333333333,0.3333333333333333
173,2024-11-02,15:00,0,0,1.0,1.0,9,1.5,1.0,57.0,20,20.0,5.0,16.7,0.0,0,0,10,9,15,5,1.6666666666666667,1.6666666666666667,1.5666666666666667,1.9666666666666668,56.0,11.333333333333334,2.0,18.933333333333334,0.0,0.3333333333333333,0.3333333333333333
174,2024-11-10,14:00,0,0,0.0,3.0,13,0.6,0.8,49.0,13,6.0,5.0,23.7,0.0,0,0,10,13,14,6,1.6666666666666667,2.0,1.8,1.5999999999999999,60.0,16.0,3.0,18.233333333333334,0.0,0.3333333333333333,0.3333333333333333
175,2024-11-23,12:30,1,0,1.0,2.0,5,1.1,2.7,37.0,0,3.0,0.0,18.8,0.0,1,1,10,5,12,5,0.6666666666666666,2.3333333333333335,0.9666666666666667,1.1666666666666667,57.0,12.333333333333334,3.6666666666666665,20.633333333333336,0.0,0.0,0.0
176,2024-11-30,15:00,0,0,1.0,4.0,3,1.1,2.4,40.0,11,7.0,3.0,16.9,0.0,0,0,10,3,15,5,0.6666666666666666,2.0,1.0666666666666667,1.5,47.666666666666664,9.666666666666666,3.3333333333333335,19.733333333333334,0.0,0.3333333333333333,0.3333333333333333
177,2024-12-03,20:15,1,1,3.0,1.0,18,1.7,3.0,39.0,9,8.0,6.0,12.7,0.0,0,0,10,18,20,1,0.6666666666666666,3.0,0.9333333333333332,1.9666666666666668,42.0,5.333333333333333,2.6666666666666665,19.8,0.0,0.3333333333333333,0.3333333333333333
178,2024-12-08,14:00,1,0,2.0,2.0,4,1.3,1.5,56.0,18,10.0,3.0,14.5,1.0,0,0,10,4,14,6,1.6666666666666667,2.3333333333333335,1.3,2.6999999999999997,38.666666666666664,6.0,3.0,16.133333333333336,0.0,0.3333333333333333,0.3333333333333333
179,2024-12-14,15:00,0,0,0.0,4.0,14,0.2,3.8,41.0,19,4.0,1.0,16.6,0.0,0,0,10,14,15,5,2.0,2.3333333333333335,1.3666666666666665,2.3000000000000003,45.0,8.333333333333334,4.0,14.699999999999998,0.3333333333333333,0.0,0.0
180,2024-12-22,14:00,1,0,0.0,3.0,19,0.8,1.1,54.0,1,9.0,4.0,15.7,0.0,0,0,10,19,14,6,1.6666666666666667,2.3333333333333335,1.0666666666666667,2.766666666666666,45.333333333333336,7.333333333333333,3.3333333333333335,14.6,0.3333333333333333,0.0,0.0
181,2024-12-26,20:00,0,0,1.0,3.0,11,0.3,2.0,32.0,4,4.0,1.0,16.2,0.0,0,0,10,11,20,3,0.6666666666666666,3.0,0.7666666666666666,2.1333333333333333,50.333333333333336,7.666666666666667,2.6666666666666665,15.6,0.3333333333333333,0.0,0.0
182,2024-08-25,16:30,1,1,2.0,0.0,3,2.5,0.5,62.0,18,19.0,8.0,13.6,1.0,0,0,11,3,16,6,2.0,0.0,2.6,0.5,62.0,18.0,5.0,14.8,0.0,0.0,0.0
183,2024-09-01,16:00,0,1,3.0,0.0,13,1.8,1.4,47.0,1,11.0,3.0,13.4,0.0,0,0,11,13,16,6,2.0,0.0,2.55,0.5,62.0,18.5,6.5,14.2,0.5,0.0,0.0
184,2024-09-14,15:00,1,0,0.0,1.0,15,0.9,0.4,68.0,11,14.0,5.0,14.9,0.0,0,0,11,15,15,5,2.3333333333333335,0.0,2.3000000000000003,0.7999999999999999,57.0,16.0,5.333333333333333,13.933333333333332,0.3333333333333333,0.0,0.0
185,2024-09-21,15:00,1,1,3.0,0.0,2,2.0,1.1,58.0,21,19.0,12.0,16.6,0.0,0,0,11,2,15,5,1.6666666666666667,0.3333333333333333,1.7333333333333334,0.7666666666666666,59.0,14.666666666666666,5.333333333333333,13.966666666666667,0.3333333333333333,0.0,0.0
186,2024-09-28,17:30,0,1,2.0,1.0,19,2.5,0.6,55.0,1,9.0,5.0,18.0,1.0,1,1,11,19,17,5,2.0,0.3333333333333333,1.5666666666666667,0.9666666666666667,57.666666666666664,14.666666666666666,6.666666666666667,14.966666666666667,0.0,0.0,0.0
187,2024-10-05,12:30,0,1,1.0,0.0,6,1.4,0.6,68.0,17,16.0,4.0,18.9,0.0,0,0,11,6,12,5,1.6666666666666667,0.6666666666666666,1.8,0.7000000000000001,60.333333333333336,14.0,7.333333333333333,16.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
188,2024-10-20,16:30,1,1,2.0,1.0,5,1.9,1.0,43.0,8,8.0,4.0,22.7,1.0,1,1,11,5,16,6,2.0,0.3333333333333333,1.9666666666666668,0.7666666666666666,60.333333333333336,14.666666666666666,7.0,17.833333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333
189,2024-10-27,16:30,0,0,2.0,2.0,0,0.8,0.9,55.0,1,9.0,4.0,17.8,0.0,0,0,11,0,16,6,1.6666666666666667,0.6666666666666666,1.9333333333333333,0.7333333333333334,55.333333333333336,11.0,4.333333333333333,19.866666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666
190,2024-11-02,15:00,1,1,2.0,1.0,4,1.6,1.0,49.0,21,16.0,8.0,14.0,0.0,0,0,11,4,15,5,1.6666666666666667,1.0,1.3666666666666665,0.8333333333333334,55.333333333333336,11.0,4.0,19.8,0.3333333333333333,0.3333333333333333,0.3333333333333333
191,2024-11-09,20:00,1,1,2.0,0.0,1,2.0,1.2,62.0,6,14.0,5.0,16.1,0.0,0,0,11,1,20,5,2.0,1.3333333333333333,1.4333333333333333,0.9666666666666667,49.0,11.0,5.333333333333333,18.166666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333
192,2024-11-24,14:00,0,1,3.0,2.0,16,3.1,1.3,62.0,16,26.0,10.0,18.2,1.0,1,1,11,16,14,6,2.0,1.0,1.4666666666666668,1.0333333333333334,55.333333333333336,13.0,5.666666666666667,15.966666666666669,0.0,0.0,0.0
193,2024-12-01,16:00,1,1,2.0,0.0,12,3.4,0.8,44.0,2,17.0,6.0,17.5,0.0,1,1,11,12,16,6,2.3333333333333335,1.0,2.2333333333333334,1.1666666666666667,57.666666666666664,18.666666666666668,7.666666666666667,16.099999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333
194,2024-12-04,19:30,0,0,3.0,3.0,14,1.9,2.1,58.0,0,16.0,5.0,12.7,0.0,0,0,11,14,19,2,2.3333333333333335,0.6666666666666666,2.8333333333333335,1.1,56.0,19.0,7.0,17.266666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
195,2024-12-14,15:00,1,0,2.0,2.0,8,2.1,1.2,61.0,21,16.0,4.0,13.9,0.0,0,0,11,8,15,5,2.6666666666666665,1.6666666666666667,2.7999999999999994,1.4000000000000004,54.666666666666664,19.666666666666668,7.0,16.133333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
196,2024-12-22,16:30,0,1,6.0,3.0,17,5.6,1.3,48.0,16,24.0,11.0,13.3,0.0,0,0,11,17,16,6,2.3333333333333335,1.6666666666666667,2.466666666666667,1.366666666666667,54.333333333333336,16.333333333333332,5.0,14.700000000000001,0.0,0.3333333333333333,0.3333333333333333
197,2024-12-26,20:00,1,1,3.0,1.0,10,2.0,0.3,68.0,4,19.0,7.0,15.3,0.0,0,0,11,10,20,3,3.6666666666666665,2.6666666666666665,3.1999999999999997,1.5333333333333334,55.666666666666664,18.666666666666668,6.666666666666667,13.299999999999999,0.0,0.0,0.0
198,2024-08-24,15:00,1,1,4.0,1.0,9,3.3,0.3,75.0,15,13.0,4.0,17.8,1.0,1,1,12,9,15,5,2.0,0.0,0.8,1.0,52.0,11.0,5.0,19.1,0.0,0.0,0.0
199,2024-08-31,17:30,0,1,3.0,1.0,18,3.0,0.7,67.0,11,23.0,8.0,15.0,1.0,0,0,12,18,17,5,3.0,0.5,2.05,0.65,63.5,12.0,4.5,18.450000000000003,0.5,0.5,0.5
200,2024-09-14,15:00,1,1,2.0,1.0,3,2.1,1.0,54.0,4,18.0,7.0,17.2,0.0,0,0,12,3,15,5,3.0,0.6666666666666666,2.3666666666666667,0.6666666666666666,64.66666666666667,15.666666666666666,5.666666666666667,17.3,0.6666666666666666,0.3333333333333333,0.3333333333333333
201,2024-09-22,16:30,1,0,2.0,2.0,0,2.1,0.7,77.0,11,33.0,11.0,20.2,1.0,0,0,12,0,16,6,3.0,1.0,2.8000000000000003,0.6666666666666666,65.33333333333333,18.0,6.333333333333333,16.666666666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333
202,2024-09-28,12:30,0,0,1.0,1.0,14,0.9,1.6,62.0,7,16.0,6.0,17.6,0.0,0,0,12,14,12,5,2.3333333333333335,1.3333333333333333,2.4,0.7999999999999999,66.0,24.666666666666668,8.666666666666666,17.46666666666667,0.6666666666666666,0.0,0.0
203,2024-10-05,15:00,1,1,3.0,2.0,8,1.6,2.6,58.0,13,20.0,7.0,17.6,1.0,0,0,12,8,15,5,1.6666666666666667,1.3333333333333333,1.7000000000000002,1.0999999999999999,64.33333333333333,22.333333333333332,8.0,18.333333333333332,0.3333333333333333,0.0,0.0
204,2024-10-20,14:00,0,1,2.0,1.0,19,1.6,0.8,77.0,2,22.0,7.0,18.3,2.0,0,0,12,19,14,6,2.0,1.6666666666666667,1.5333333333333332,1.6333333333333335,65.66666666666667,23.0,8.0,18.46666666666667,0.6666666666666666,0.0,0.0
205,2024-10-26,15:00,1,1,1.0,0.0,16,2.9,0.2,57.0,21,22.0,7.0,16.6,0.0,0,0,12,16,15,5,2.0,1.3333333333333333,1.3666666666666665,1.6666666666666667,65.66666666666667,19.333333333333332,6.666666666666667,17.833333333333332,1.0,0.0,0.0
206,2024-11-02,15:00,0,0,1.0,2.0,2,1.6,2.0,64.0,11,18.0,4.0,14.5,0.0,0,0,12,2,15,5,2.0,1.0,2.033333333333333,1.2000000000000002,64.0,21.333333333333332,7.0,17.500000000000004,1.0,0.0,0.0
207,2024-11-09,17:30,0,0,1.0,2.0,4,2.1,2.3,60.0,16,15.0,6.0,14.1,0.0,0,0,12,4,17,5,1.3333333333333333,1.0,2.0333333333333337,1.0,66.0,20.666666666666668,6.0,16.46666666666667,0.6666666666666666,0.0,0.0
208,2024-11-23,17:30,1,0,0.0,4.0,17,2.1,2.5,58.0,8,23.0,5.0,14.4,0.0,0,0,12,17,17,5,1.0,1.3333333333333333,2.1999999999999997,1.5,60.333333333333336,18.333333333333332,5.666666666666667,15.066666666666668,0.0,0.0,0.0
209,2024-12-01,16:00,0,0,0.0,2.0,11,0.8,3.4,56.0,2,8.0,2.0,16.2,0.0,0,0,12,11,16,6,0.6666666666666666,2.6666666666666665,1.9333333333333336,2.2666666666666666,60.666666666666664,18.666666666666668,5.0,14.333333333333334,0.0,0.0,0.0
210,2024-12-04,19:30,1,1,3.0,0.0,15,2.4,1.0,66.0,11,17.0,6.0,15.2,1.0,0,0,12,15,19,2,0.3333333333333333,2.6666666666666665,1.666666666666667,2.733333333333333,58.0,15.333333333333334,4.333333333333333,14.9,0.0,0.0,0.0
211,2024-12-07,15:00,0,0,2.0,2.0,6,1.4,1.3,68.0,14,12.0,4.0,15.1,0.0,0,0,12,6,15,5,1.0,2.0,1.7666666666666666,2.3000000000000003,60.0,16.0,4.333333333333333,15.266666666666666,0.3333333333333333,0.0,0.0
212,2024-12-15,16:30,1,0,1.0,2.0,13,0.9,2.1,52.0,1,10.0,3.0,18.7,0.0,0,0,12,13,16,6,1.6666666666666667,1.3333333333333333,1.5333333333333332,1.9000000000000001,63.333333333333336,12.333333333333334,4.0,15.5,0.3333333333333333,0.0,0.0
213,2024-12-21,12:30,0,0,1.0,2.0,1,1.0,1.6,56.0,13,12.0,6.0,18.4,0.0,0,0,12,1,12,5,2.0,1.3333333333333333,1.5666666666666667,1.4666666666666668,62.0,13.0,4.333333333333333,16.333333333333332,0.3333333333333333,0.0,0.0
214,2024-12-26,12:30,1,0,1.0,1.0,7,2.1,0.7,66.0,17,23.0,4.0,17.2,1.0,0,1,12,7,12,3,1.3333333333333333,2.0,1.0999999999999999,1.6666666666666667,58.666666666666664,11.333333333333334,4.333333333333333,17.399999999999995,0.0,0.0,0.0
215,2024-08-24,12:30,0,0,1.0,2.0,4,1.4,2.1,52.0,3,11.0,3.0,16.3,0.0,0,0,13,4,12,5,1.0,0.0,2.4,0.4,55.0,14.0,5.0,17.6,0.0,0.0,0.0
216,2024-09-01,16:00,1,0,0.0,3.0,11,1.4,1.8,53.0,1,8.0,3.0,15.6,0.0,0,0,13,11,16,6,1.0,1.0,1.9,1.25,53.5,12.5,4.0,16.950000000000003,0.0,0.0,0.0
217,2024-09-14,12:30,0,1,3.0,0.0,16,2.6,1.1,56.0,18,20.0,10.0,17.4,0.0,0,0,13,16,12,5,0.6666666666666666,1.6666666666666667,1.7333333333333332,1.4333333333333333,53.333333333333336,11.0,3.6666666666666665,16.5,0.0,0.0,0.0
218,2024-09-21,17:30,0,0,0.0,0.0,6,1.6,1.0,67.0,6,15.0,6.0,13.9,0.0,0,0,13,6,17,5,1.3333333333333333,1.6666666666666667,1.8,1.6666666666666667,53.666666666666664,13.0,5.333333333333333,16.433333333333334,0.0,0.0,0.0
219,2024-09-29,16:30,1,0,0.0,3.0,17,1.0,4.4,39.0,2,11.0,2.0,15.1,0.0,0,0,13,17,16,6,1.0,1.0,1.8666666666666665,1.3,58.666666666666664,14.333333333333334,6.333333333333333,15.633333333333333,0.0,0.0,0.0
220,2024-10-06,14:00,0,0,0.0,0.0,1,0.6,0.5,47.0,14,10.0,4.0,21.5,1.0,0,0,13,1,14,6,1.0,1.0,1.7333333333333334,2.166666666666667,54.0,15.333333333333334,6.0,15.466666666666667,0.0,0.0,0.0
221,2024-10-19,15:00,1,1,2.0,1.0,3,1.3,0.9,50.0,16,23.0,11.0,18.7,0.0,0,0,13,3,15,5,0.0,1.0,1.0666666666666667,1.9666666666666668,51.0,12.0,4.0,16.833333333333332,0.3333333333333333,0.0,0.0
222,2024-10-27,14:00,0,0,1.0,2.0,18,2.3,2.8,58.0,6,18.0,5.0,18.0,1.0,0,0,13,18,14,6,0.6666666666666666,1.3333333333333333,0.9666666666666667,1.9333333333333336,45.333333333333336,14.666666666666666,5.666666666666667,18.433333333333334,0.3333333333333333,0.0,0.0
223,2024-11-03,16:30,1,0,1.0,1.0,5,2.0,1.1,46.0,14,10.0,3.0,18.3,1.0,1,1,13,5,16,6,1.0,1.0,1.3999999999999997,1.3999999999999997,51.666666666666664,17.0,6.666666666666667,19.400000000000002,0.6666666666666666,0.0,0.0
224,2024-11-10,14:00,1,1,3.0,0.0,10,0.8,0.6,51.0,13,13.0,3.0,19.3,0.0,0,0,13,10,14,6,1.3333333333333333,1.3333333333333333,1.8666666666666665,1.5999999999999999,51.333333333333336,17.0,6.333333333333333,18.333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333
225,2024-11-24,16:30,0,0,1.0,1.0,9,0.8,1.6,60.0,1,11.0,4.0,17.6,1.0,0,0,13,9,16,6,1.6666666666666667,1.0,1.7,1.5,51.666666666666664,13.666666666666666,3.6666666666666665,18.53333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
226,2024-12-01,13:30,1,1,4.0,0.0,7,1.1,0.6,60.0,8,11.0,5.0,15.1,0.0,0,0,13,7,13,6,1.6666666666666667,0.6666666666666666,1.2,1.1,52.333333333333336,11.333333333333334,3.3333333333333335,18.400000000000002,0.6666666666666666,0.3333333333333333,0.3333333333333333
227,2024-12-04,20:15,0,0,0.0,2.0,0,0.2,2.1,49.0,16,5.0,2.0,17.7,0.0,0,0,13,0,20,2,2.6666666666666665,0.3333333333333333,0.9,0.9333333333333335,57.0,11.666666666666666,4.0,17.333333333333332,0.3333333333333333,0.0,0.0
228,2024-12-07,17:30,1,0,2.0,3.0,15,1.6,0.8,71.0,5,17.0,7.0,18.7,1.0,0,0,13,15,17,5,1.6666666666666667,1.0,0.7000000000000001,1.4333333333333336,56.333333333333336,9.0,3.6666666666666665,16.8,0.3333333333333333,0.0,0.0
229,2024-12-15,16:30,0,1,2.0,1.0,12,2.1,0.9,48.0,1,9.0,2.0,17.9,0.0,1,1,13,12,16,6,2.0,1.6666666666666667,0.9666666666666668,1.1666666666666667,60.0,11.0,4.666666666666667,17.166666666666668,0.3333333333333333,0.0,0.0
230,2024-12-22,14:00,1,0,0.0,3.0,2,2.2,1.6,60.0,3,23.0,7.0,17.7,1.0,0,0,13,2,14,6,1.3333333333333333,2.0,1.3,1.2666666666666668,56.0,10.333333333333334,3.6666666666666665,18.099999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333
231,2024-12-26,17:30,0,0,0.0,2.0,19,0.4,0.9,49.0,21,11.0,4.0,19.2,0.0,0,0,13,19,17,3,1.3333333333333333,2.3333333333333335,1.9666666666666668,1.1,59.666666666666664,16.333333333333332,5.333333333333333,18.099999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333
232,2024-08-25,14:00,0,0,1.0,1.0,2,1.6,2.2,61.0,6,14.0,5.0,12.6,0.0,0,0,14,2,14,6,1.0,0.0,0.3,1.8,23.0,3.0,1.0,13.2,0.0,0.0,0.0
233,2024-09-01,13:30,1,1,2.0,1.0,17,1.8,1.2,35.0,14,9.0,3.0,14.0,0.0,0,0,14,17,13,6,1.0,0.5,0.9500000000000001,2.0,42.0,8.5,3.0,12.899999999999999,0.0,0.0,0.0
234,2024-09-15,16:30,0,1,2.0,1.0,19,1.5,1.2,51.0,2,14.0,6.0,17.9,0.0,0,0,14,19,16,6,1.3333333333333333,0.6666666666666666,1.2333333333333334,1.7333333333333334,39.666666666666664,8.666666666666666,3.0,13.266666666666666,0.0,0.0,0.0
235,2024-09-21,15:00,0,0,1.0,3.0,8,1.5,2.2,61.0,13,16.0,5.0,16.9,1.0,0,0,14,8,15,5,1.6666666666666667,1.0,1.6333333333333335,1.5333333333333332,49.0,12.333333333333334,4.666666666666667,14.833333333333334,0.0,0.0,0.0
236,2024-09-28,12:30,1,0,1.0,1.0,12,1.6,0.9,38.0,7,10.0,3.0,15.1,0.0,1,1,14,12,12,5,1.6666666666666667,1.6666666666666667,1.5999999999999999,1.5333333333333332,49.0,13.0,4.666666666666667,16.266666666666666,0.3333333333333333,0.0,0.0
237,2024-10-05,17:30,0,0,0.0,0.0,7,2.1,0.7,67.0,3,13.0,1.0,13.8,0.0,0,1,14,7,17,5,1.3333333333333333,1.6666666666666667,1.5333333333333332,1.4333333333333333,50.0,13.333333333333334,4.666666666666667,16.63333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
238,2024-10-19,15:00,1,0,0.0,1.0,4,2.0,1.1,60.0,13,21.0,6.0,17.3,2.0,0,0,14,4,15,5,0.6666666666666666,1.3333333333333333,1.7333333333333334,1.2666666666666668,55.333333333333336,13.0,3.0,15.266666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
239,2024-10-27,14:00,0,0,1.0,2.0,5,1.8,1.6,50.0,17,11.0,2.0,14.0,1.0,0,0,14,5,14,6,0.3333333333333333,0.6666666666666666,1.9000000000000001,0.9,55.0,14.666666666666666,3.3333333333333335,15.399999999999999,0.6666666666666666,0.3333333333333333,0.6666666666666666
240,2024-11-02,12:30,1,1,1.0,0.0,0,0.5,1.1,37.0,8,9.0,4.0,14.6,0.0,0,0,14,0,12,5,0.3333333333333333,1.0,1.9666666666666666,1.1333333333333335,59.0,15.0,3.0,15.033333333333331,1.0,0.0,0.3333333333333333
241,2024-11-10,14:00,0,1,3.0,1.0,15,1.6,0.6,56.0,1,17.0,6.0,16.1,0.0,0,0,14,15,14,6,0.6666666666666666,1.0,1.4333333333333333,1.2666666666666668,49.0,13.666666666666666,4.0,15.299999999999999,1.0,0.0,0.0
242,2024-11-25,20:00,1,0,0.0,2.0,18,1.6,0.9,53.0,3,18.0,2.0,16.1,0.0,0,0,14,18,20,0,1.6666666666666667,1.0,1.3,1.1,47.666666666666664,12.333333333333334,4.0,14.899999999999999,0.3333333333333333,0.0,0.0
243,2024-11-30,15:00,0,0,1.0,1.0,6,0.0,1.7,51.0,5,1.0,0.0,6.9,0.0,0,0,14,6,15,5,1.3333333333333333,1.0,1.2333333333333334,0.8666666666666667,48.666666666666664,14.666666666666666,4.0,15.6,0.0,0.0,0.0
244,2024-12-04,19:30,1,0,3.0,3.0,11,2.1,1.9,42.0,0,17.0,6.0,19.1,1.0,0,0,14,11,19,2,1.3333333333333333,1.3333333333333333,1.0666666666666667,1.0666666666666667,53.333333333333336,12.0,2.6666666666666665,13.033333333333331,0.0,0.0,0.0
245,2024-12-07,15:00,0,0,2.0,4.0,3,1.5,1.2,57.0,17,16.0,3.0,16.2,0.0,0,0,14,3,15,5,1.3333333333333333,2.0,1.2333333333333334,1.5,48.666666666666664,12.0,2.6666666666666665,14.033333333333331,0.3333333333333333,0.0,0.0
246,2024-12-14,15:00,1,1,4.0,0.0,10,3.8,0.2,59.0,19,27.0,11.0,15.1,1.0,0,0,14,10,15,5,2.0,2.6666666666666665,1.2,1.5999999999999999,50.0,11.333333333333334,3.0,14.066666666666663,0.3333333333333333,0.0,0.0
247,2024-12-21,15:00,0,1,4.0,0.0,9,2.3,0.7,58.0,18,15.0,7.0,14.1,0.0,0,0,14,9,15,5,3.0,2.3333333333333335,2.466666666666667,1.0999999999999999,52.666666666666664,20.0,6.666666666666667,16.799999999999997,0.6666666666666666,0.0,0.0
248,2024-12-26,15:00,1,1,3.0,0.0,1,2.7,0.3,62.0,1,22.0,7.0,15.8,1.0,0,0,14,1,15,3,3.3333333333333335,1.3333333333333333,2.533333333333333,0.6999999999999998,58.0,19.333333333333332,7.0,15.133333333333331,0.3333333333333333,0.0,0.0
249,2024-08-24,15:00,0,1,1.0,0.0,16,2.2,0.1,36.0,16,23.0,8.0,17.2,0.0,0,0,15,16,15,5,1.0,1.0,1.3,1.2,53.0,14.0,8.0,19.2,0.0,0.0,0.0
