,Date,Time,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Referee,Sh,SoT,Dist,FK,PK,PKatt,Team,Opp,Hour,Day,GF_rolling,GA_rolling,xG_rolling,xGA_rolling,Poss_rolling,Sh_rolling,SoT_rolling,Dist_rolling,FK_rolling,PK_rolling,PKatt_rolling
250,2024-08-31,15:00,1,0,1.0,1.0,19,1.0,0.7,52.0,17,16.0,5.0,14.6,1.0,0,0,15,19,15,5,1.0,0.5,1.75,0.65,44.5,18.5,8.0,18.2,0.0,0.0,0.0
251,2024-09-14,15:00,0,1,1.0,0.0,11,0.4,0.9,32.0,11,5.0,3.0,18.6,0.0,0,0,15,11,15,5,1.0,0.6666666666666666,1.5,0.6666666666666666,47.0,17.666666666666668,7.0,17.0,0.3333333333333333,0.0,0.0
252,2024-09-22,14:00,0,0,2.0,2.0,4,1.4,1.0,30.0,14,3.0,2.0,17.4,0.0,1,1,15,4,14,6,1.0,0.3333333333333333,1.2,0.5666666666666667,40.0,14.666666666666666,5.333333333333333,16.8,0.3333333333333333,0.0,0.0
253,2024-09-28,15:00,1,0,0.0,1.0,8,0.8,1.3,41.0,9,11.0,1.0,19.3,0.0,0,0,15,8,15,5,1.3333333333333333,1.0,0.9333333333333332,0.8666666666666666,38.0,8.0,3.3333333333333335,16.866666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333
254,2024-10-06,14:00,0,0,1.0,1.0,5,0.9,2.3,35.0,2,16.0,9.0,20.2,2.0,0,0,15,5,14,6,1.0,1.0,0.8666666666666666,1.0666666666666667,34.333333333333336,6.333333333333333,2.0,18.433333333333334,0.0,0.3333333333333333,0.3333333333333333
255,2024-10-21,20:00,1,1,1.0,0.0,6,1.7,1.0,51.0,20,20.0,6.0,18.0,0.0,0,0,15,6,20,0,1.0,1.3333333333333333,1.0333333333333334,1.5333333333333332,35.333333333333336,10.0,4.0,18.96666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333
256,2024-10-25,20:00,0,1,3.0,1.0,10,1.7,0.8,35.0,3,20.0,5.0,21.6,1.0,0,0,15,10,20,4,0.6666666666666666,0.6666666666666666,1.1333333333333333,1.5333333333333332,42.333333333333336,15.666666666666666,5.333333333333333,19.166666666666668,0.6666666666666666,0.0,0.0
257,2024-11-02,15:00,1,1,3.0,0.0,18,2.2,0.1,54.0,13,19.0,6.0,18.7,1.0,0,0,15,18,15,5,1.6666666666666667,0.6666666666666666,1.4333333333333333,1.3666666666666665,40.333333333333336,18.666666666666668,6.666666666666667,19.933333333333337,1.0,0.0,0.0
258,2024-11-10,14:00,1,0,1.0,3.0,14,0.6,1.6,44.0,1,9.0,3.0,16.4,0.0,0,0,15,14,14,6,2.3333333333333335,0.3333333333333333,1.8666666666666665,0.6333333333333334,46.666666666666664,19.666666666666668,5.666666666666667,19.433333333333334,0.6666666666666666,0.0,0.0
259,2024-11-23,15:00,0,0,0.0,3.0,0,0.3,1.2,34.0,17,7.0,0.0,16.3,1.0,0,0,15,0,15,5,2.3333333333333335,1.3333333333333333,1.5,0.8333333333333334,44.333333333333336,16.0,4.666666666666667,18.900000000000002,0.6666666666666666,0.0,0.0
260,2024-11-30,15:00,1,1,1.0,0.0,9,1.6,0.6,45.0,21,11.0,4.0,16.9,1.0,1,1,15,9,15,5,1.3333333333333333,2.0,1.0333333333333334,0.9666666666666668,44.0,11.666666666666666,3.0,17.133333333333336,0.6666666666666666,0.0,0.0
261,2024-12-04,19:30,0,0,0.0,3.0,12,1.0,2.4,34.0,11,12.0,3.0,16.6,0.0,0,0,15,12,19,2,0.6666666666666666,2.0,0.8333333333333334,1.1333333333333333,41.0,9.0,2.3333333333333335,16.53333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
262,2024-12-07,17:30,0,1,3.0,2.0,13,0.8,1.6,29.0,5,11.0,3.0,16.3,0.0,0,0,15,13,17,5,0.3333333333333333,2.0,0.9666666666666667,1.3999999999999997,37.666666666666664,10.0,2.3333333333333335,16.600000000000005,0.6666666666666666,0.3333333333333333,0.3333333333333333
263,2024-12-14,17:30,1,1,2.0,1.0,1,1.7,0.4,50.0,16,17.0,6.0,15.2,0.0,0,0,15,1,17,5,1.3333333333333333,1.6666666666666667,1.1333333333333335,1.5333333333333332,36.0,11.333333333333334,3.3333333333333335,16.6,0.3333333333333333,0.3333333333333333,0.3333333333333333
264,2024-12-21,15:00,0,1,2.0,0.0,3,0.9,0.7,36.0,11,10.0,6.0,17.4,0.0,0,0,15,3,15,5,1.6666666666666667,2.0,1.1666666666666667,1.4666666666666668,37.666666666666664,13.333333333333334,4.0,16.033333333333335,0.0,0.0,0.0
265,2024-12-26,15:00,1,1,1.0,0.0,17,1.1,0.9,30.0,3,10.0,3.0,15.5,0.0,0,0,15,17,15,3,2.3333333333333335,1.0,1.1333333333333333,0.9,38.333333333333336,12.666666666666666,5.0,16.3,0.0,0.0,0.0
266,2024-08-24,15:00,1,0,0.0,1.0,15,0.1,2.2,64.0,16,5.0,1.0,19.7,0.0,0,0,16,15,15,5,0.0,1.0,1.8,0.3,77.0,19.0,3.0,17.0,1.0,0.0,0.0
267,2024-08-31,15:00,0,0,1.0,3.0,3,1.5,2.8,63.0,9,18.0,6.0,18.1,1.0,0,0,16,3,15,5,0.0,1.0,0.9500000000000001,1.25,70.5,12.0,2.0,18.35,0.5,0.0,0.0
268,2024-09-14,12:30,1,0,0.0,3.0,13,1.1,2.6,44.0,18,5.0,2.0,17.4,0.0,0,1,16,13,12,5,0.3333333333333333,1.6666666666666667,1.1333333333333335,1.7666666666666666,68.0,14.0,3.3333333333333335,18.266666666666666,0.6666666666666666,0.0,0.0
269,2024-09-21,15:00,1,0,1.0,1.0,9,2.4,1.6,53.0,15,11.0,3.0,13.7,0.0,0,0,16,9,15,5,0.3333333333333333,2.3333333333333335,0.9,2.533333333333333,57.0,9.333333333333334,3.0,18.400000000000002,0.3333333333333333,0.0,0.3333333333333333
270,2024-09-30,20:00,0,0,1.0,3.0,2,0.6,1.3,60.0,11,9.0,3.0,18.4,0.0,0,0,16,2,20,0,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,53.333333333333336,11.333333333333334,3.6666666666666665,16.4,0.3333333333333333,0.0,0.3333333333333333
271,2024-10-05,15:00,0,0,1.0,3.0,0,0.6,2.8,41.0,21,8.0,2.0,16.4,0.0,0,0,16,0,15,5,0.6666666666666666,2.3333333333333335,1.3666666666666665,1.8333333333333333,52.333333333333336,8.333333333333334,2.6666666666666665,16.5,0.0,0.0,0.3333333333333333
272,2024-10-19,15:00,1,0,2.0,3.0,10,2.1,3.1,42.0,1,14.0,7.0,9.6,0.0,0,0,16,10,15,5,1.0,2.3333333333333335,1.2,1.8999999999999997,51.333333333333336,9.333333333333334,2.6666666666666665,16.166666666666668,0.0,0.0,0.0
273,2024-10-26,15:00,0,0,0.0,1.0,12,0.2,2.9,43.0,21,5.0,2.0,13.8,0.0,0,0,16,12,15,5,1.3333333333333333,3.0,1.1,2.4,47.666666666666664,10.333333333333334,4.0,14.799999999999997,0.0,0.0,0.0
274,2024-11-02,15:00,1,1,1.0,0.0,7,0.7,1.6,65.0,0,9.0,2.0,13.4,0.0,0,0,16,7,15,5,1.0,2.3333333333333335,0.9666666666666668,2.933333333333333,42.0,9.0,3.6666666666666665,13.266666666666666,0.0,0.0,0.0
275,2024-11-09,15:00,0,0,0.0,2.0,19,0.6,1.3,71.0,19,9.0,0.0,20.6,1.0,0,0,16,19,15,5,1.0,1.3333333333333333,1.0000000000000002,2.533333333333333,50.0,9.333333333333334,3.6666666666666665,12.266666666666666,0.0,0.0,0.0
276,2024-11-24,14:00,1,0,2.0,3.0,11,1.3,3.1,38.0,16,6.0,4.0,19.0,0.0,0,1,16,11,14,6,0.3333333333333333,1.0,0.5,1.9333333333333333,59.666666666666664,7.666666666666667,1.3333333333333333,15.933333333333332,0.3333333333333333,0.0,0.0
277,2024-11-29,20:00,0,0,1.0,1.0,4,1.0,1.7,47.0,14,10.0,2.0,16.8,0.0,0,0,16,4,20,4,1.0,1.6666666666666667,0.8666666666666666,2.0,58.0,8.0,2.0,17.666666666666668,0.3333333333333333,0.0,0.3333333333333333
278,2024-12-04,19:30,1,0,1.0,5.0,5,1.6,5.2,45.0,21,6.0,4.0,9.7,0.0,0,0,16,5,19,2,1.0,2.0,0.9666666666666667,2.0333333333333337,52.0,8.333333333333334,2.0,18.8,0.3333333333333333,0.0,0.3333333333333333
279,2024-12-07,15:00,0,0,0.0,1.0,1,0.3,2.3,53.0,4,4.0,0.0,14.5,0.0,0,0,16,1,15,5,1.3333333333333333,3.0,1.3,3.3333333333333335,43.333333333333336,7.333333333333333,3.3333333333333335,15.166666666666666,0.0,0.0,0.3333333333333333
280,2024-12-15,19:00,1,0,0.0,5.0,17,0.8,2.3,42.0,5,9.0,3.0,18.1,0.0,0,0,16,17,19,6,0.6666666666666666,2.3333333333333335,0.9666666666666667,3.0666666666666664,48.333333333333336,6.666666666666667,2.0,13.666666666666666,0.0,0.0,0.0
281,2024-12-22,14:00,0,0,0.0,0.0,8,0.3,0.9,43.0,20,5.0,1.0,20.1,1.0,0,0,16,8,14,6,0.3333333333333333,3.6666666666666665,0.9,3.266666666666667,46.666666666666664,6.333333333333333,2.3333333333333335,14.1,0.0,0.0,0.0
282,2024-12-26,15:00,1,0,0.0,1.0,18,1.4,1.7,54.0,10,18.0,5.0,12.8,0.0,0,0,16,18,15,3,0.0,2.0,0.46666666666666673,1.8333333333333333,46.0,6.0,1.3333333333333333,17.566666666666666,0.3333333333333333,0.0,0.0
283,2024-08-24,15:00,1,1,4.0,0.0,7,2.4,1.0,70.0,1,13.0,7.0,14.1,1.0,0,0,17,7,15,5,1.0,1.0,1.2,1.0,70.0,15.0,6.0,13.7,0.0,0.0,0.0
284,2024-09-01,13:30,0,0,1.0,2.0,14,1.2,1.8,65.0,14,20.0,6.0,19.9,1.0,0,0,17,14,13,6,2.5,0.5,1.7999999999999998,1.0,70.0,14.0,6.5,13.899999999999999,0.5,0.0,0.0
285,2024-09-15,14:00,1,0,0.0,1.0,0,0.7,0.7,63.0,7,15.0,5.0,18.1,0.0,0,0,17,0,14,6,2.0,1.0,1.5999999999999999,1.2666666666666666,68.33333333333333,16.0,6.333333333333333,15.899999999999999,0.6666666666666666,0.0,0.0
286,2024-09-21,15:00,1,1,3.0,1.0,3,3.5,0.8,48.0,8,23.0,9.0,14.4,0.0,0,0,17,3,15,5,1.6666666666666667,1.0,1.4333333333333333,1.1666666666666667,66.0,16.0,6.0,17.366666666666667,0.6666666666666666,0.0,0.0
287,2024-09-29,16:30,0,1,3.0,0.0,13,4.4,1.0,61.0,2,24.0,10.0,14.6,0.0,0,0,17,13,16,6,1.3333333333333333,1.3333333333333333,1.8,1.0999999999999999,58.666666666666664,19.333333333333332,6.666666666666667,17.466666666666665,0.3333333333333333,0.0,0.0
288,2024-10-06,16:30,0,0,2.0,3.0,4,1.3,1.8,59.0,6,13.0,3.0,16.2,0.0,0,0,17,4,16,6,2.0,0.6666666666666666,2.866666666666667,0.8333333333333334,57.333333333333336,20.666666666666668,8.0,15.700000000000001,0.0,0.0,0.0
289,2024-10-19,12:30,1,1,4.0,1.0,18,1.9,0.8,57.0,0,22.0,7.0,15.8,0.0,0,0,17,18,12,5,2.6666666666666665,1.3333333333333333,3.066666666666667,1.2,56.0,20.0,7.333333333333333,15.066666666666668,0.0,0.0,0.0
290,2024-10-27,14:00,0,0,0.0,1.0,6,0.7,0.8,66.0,4,11.0,3.0,12.9,0.0,0,0,17,6,14,6,3.0,1.3333333333333333,2.5333333333333337,1.2,59.0,19.666666666666668,6.666666666666667,15.533333333333333,0.0,0.0,0.0
291,2024-11-03,14:00,1,1,4.0,1.0,1,2.4,1.8,51.0,3,16.0,6.0,20.4,1.0,0,0,17,1,14,6,2.0,1.6666666666666667,1.3000000000000003,1.1333333333333333,60.666666666666664,15.333333333333334,4.333333333333333,14.966666666666667,0.0,0.0,0.0
292,2024-11-10,14:00,1,0,1.0,2.0,9,1.5,1.6,66.0,5,17.0,5.0,17.8,0.0,0,0,17,9,14,6,2.6666666666666665,1.0,1.6666666666666667,1.1333333333333335,58.0,16.333333333333332,5.333333333333333,16.366666666666664,0.3333333333333333,0.0,0.0
293,2024-11-23,17:30,0,1,4.0,0.0,12,2.5,2.1,42.0,8,9.0,7.0,13.0,0.0,0,0,17,12,17,5,1.6666666666666667,1.3333333333333333,1.5333333333333339,1.4000000000000001,61.0,14.666666666666666,4.666666666666667,17.033333333333335,0.3333333333333333,0.0,0.0
294,2024-12-01,13:30,1,0,1.0,1.0,8,0.8,1.5,51.0,4,8.0,3.0,17.5,2.0,0,0,17,8,13,6,3.0,1.0,2.1333333333333333,1.8333333333333333,53.0,14.0,6.0,17.066666666666666,0.3333333333333333,0.0,0.0
295,2024-12-05,20:15,0,0,0.0,1.0,2,0.9,3.5,65.0,17,12.0,4.0,17.0,0.0,0,0,17,2,20,3,2.0,1.0,1.6000000000000003,1.7333333333333336,53.0,11.333333333333334,5.0,16.099999999999998,0.6666666666666666,0.0,0.0
296,2024-12-08,16:30,1,0,3.0,4.0,5,2.8,2.8,39.0,1,13.0,5.0,13.7,1.0,0,0,17,5,16,6,1.6666666666666667,0.6666666666666666,1.4000000000000004,2.3666666666666667,52.666666666666664,9.666666666666666,4.666666666666667,15.833333333333334,0.6666666666666666,0.0,0.0
297,2024-12-15,19:00,0,1,5.0,0.0,16,2.3,0.8,58.0,5,18.0,9.0,13.1,0.0,0,0,17,16,19,6,1.3333333333333333,2.0,1.5000000000000002,2.6,51.666666666666664,11.0,4.0,16.066666666666666,1.0,0.0,0.0
298,2024-12-22,16:30,1,0,3.0,6.0,11,1.3,5.6,52.0,16,9.0,5.0,17.1,0.0,0,0,17,11,16,6,2.6666666666666665,1.6666666666666667,2.0000000000000004,2.3666666666666667,54.0,14.333333333333334,6.0,14.6,0.3333333333333333,0.0,0.0
299,2024-12-26,15:00,0,0,0.0,1.0,15,0.9,1.1,70.0,3,13.0,4.0,20.0,1.0,0,0,17,15,15,3,3.6666666666666665,3.3333333333333335,2.1333333333333333,3.0666666666666664,49.666666666666664,13.333333333333334,6.333333333333333,14.633333333333333,0.3333333333333333,0.0,0.0
300,2024-08-24,15:00,0,1,2.0,0.0,6,1.4,1.3,42.0,14,18.0,3.0,17.2,0.0,0,0,18,6,15,5,1.0,2.0,2.3,2.0,52.0,13.0,2.0,13.6,0.0,1.0,1.0
301,2024-08-31,17:30,1,0,1.0,3.0,12,0.7,3.0,33.0,11,10.0,2.0,16.9,0.0,0,0,18,12,17,5,1.5,1.0,1.8499999999999999,1.65,47.0,15.5,2.5,15.399999999999999,0.0,0.5,0.5
302,2024-09-14,15:00,0,0,1.0,1.0,8,0.8,1.5,46.0,20,11.0,3.0,18.0,0.0,0,0,18,8,15,5,1.3333333333333333,1.6666666666666667,1.4666666666666666,2.1,42.333333333333336,13.666666666666666,2.3333333333333335,15.9,0.0,0.3333333333333333,0.3333333333333333
303,2024-09-21,12:30,1,0,0.0,3.0,5,0.9,2.2,53.0,16,15.0,7.0,18.0,1.0,0,0,18,5,12,5,1.3333333333333333,1.3333333333333333,0.9666666666666667,1.9333333333333333,40.333333333333336,13.0,2.6666666666666665,17.366666666666664,0.0,0.0,0.0
304,2024-09-28,15:00,0,0,1.0,1.0,3,1.0,0.4,43.0,17,19.0,3.0,18.7,0.0,0,0,18,3,15,5,0.6666666666666666,2.3333333333333335,0.7999999999999999,2.2333333333333334,44.0,12.0,4.0,17.633333333333336,0.3333333333333333,0.0,0.0
305,2024-10-05,15:00,1,1,4.0,1.0,9,3.6,0.6,52.0,1,23.0,12.0,16.4,1.0,0,0,18,9,15,5,0.6666666666666666,1.6666666666666667,0.9,1.366666666666667,47.333333333333336,15.0,4.333333333333333,18.233333333333334,0.3333333333333333,0.0,0.0
306,2024-10-19,12:30,0,0,1.0,4.0,17,0.8,1.9,43.0,0,11.0,3.0,16.9,0.0,0,0,18,17,12,5,1.6666666666666667,1.6666666666666667,1.8333333333333333,1.0666666666666667,49.333333333333336,19.0,7.333333333333333,17.7,0.6666666666666666,0.0,0.0
307,2024-10-27,14:00,1,1,2.0,1.0,13,2.8,2.3,42.0,6,11.0,2.0,12.3,0.0,1,1,18,13,14,6,2.0,2.0,1.7999999999999998,0.9666666666666667,46.0,17.666666666666668,6.0,17.333333333333332,0.3333333333333333,0.0,0.0
308,2024-11-02,15:00,0,0,0.0,3.0,15,0.1,2.2,46.0,13,4.0,1.0,23.2,0.0,0,0,18,15,15,5,2.3333333333333335,2.0,2.4,1.5999999999999999,45.666666666666664,15.0,5.666666666666667,15.199999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333
309,2024-11-09,15:00,1,0,0.0,0.0,7,0.8,1.1,49.0,18,11.0,6.0,17.0,0.0,0,0,18,7,15,5,1.0,2.6666666666666665,1.2333333333333332,2.1333333333333333,43.666666666666664,8.666666666666666,2.0,17.46666666666667,0.0,0.3333333333333333,0.3333333333333333
310,2024-11-25,20:00,0,1,2.0,0.0,14,0.9,1.6,47.0,3,15.0,6.0,19.8,1.0,0,0,18,14,20,0,0.6666666666666666,1.3333333333333333,1.2333333333333332,1.8666666666666665,45.666666666666664,8.666666666666666,3.0,17.5,0.0,0.3333333333333333,0.3333333333333333
311,2024-11-30,17:30,1,0,2.0,5.0,0,1.5,3.5,40.0,1,12.0,5.0,18.1,2.0,0,0,18,0,17,5,0.6666666666666666,1.0,0.5999999999999999,1.6333333333333335,47.333333333333336,10.0,4.333333333333333,20.000000000000004,0.3333333333333333,0.0,0.0
312,2024-12-03,20:15,0,0,1.0,3.0,10,3.0,1.7,61.0,9,31.0,8.0,14.7,0.0,0,0,18,10,20,1,1.3333333333333333,1.6666666666666667,1.0666666666666664,2.066666666666667,45.333333333333336,12.666666666666666,5.666666666666667,18.3,1.0,0.0,0.0
313,2024-12-09,20:00,1,1,2.0,1.0,19,1.0,1.4,54.0,8,19.0,4.0,15.8,0.0,0,0,18,19,20,0,1.6666666666666667,2.6666666666666665,1.7999999999999998,2.2666666666666666,49.333333333333336,19.333333333333332,6.333333333333333,17.533333333333335,1.0,0.0,0.0
314,2024-12-16,20:00,0,0,1.0,1.0,2,2.1,1.9,48.0,2,15.0,2.0,15.2,0.0,1,1,18,2,20,0,1.6666666666666667,3.0,1.833333333333333,2.1999999999999997,51.666666666666664,20.666666666666668,5.666666666666667,16.200000000000003,0.6666666666666666,0.0,0.0
315,2024-12-21,15:00,1,0,1.0,1.0,4,1.2,0.9,47.0,14,11.0,4.0,13.7,0.0,0,0,18,4,15,5,1.3333333333333333,1.6666666666666667,2.033333333333333,1.6666666666666667,54.333333333333336,21.666666666666668,4.666666666666667,15.233333333333334,0.0,0.3333333333333333,0.3333333333333333
316,2024-12-26,15:00,0,1,1.0,0.0,16,1.7,1.4,46.0,10,16.0,2.0,15.3,1.0,0,0,18,16,15,3,1.3333333333333333,1.0,1.433333333333333,1.3999999999999997,49.666666666666664,15.0,3.3333333333333335,14.9,0.0,0.3333333333333333,0.3333333333333333
317,2024-08-25,14:00,1,0,2.0,6.0,5,1.9,1.6,40.0,5,12.0,4.0,19.1,1.0,0,0,19,5,14,6,0.0,2.0,0.5,1.2,47.0,9.0,3.0,19.3,1.0,0.0,0.0
318,2024-08-31,15:00,0,0,1.0,1.0,15,0.7,1.0,48.0,17,11.0,2.0,20.7,0.0,0,0,19,15,15,5,1.0,4.0,1.2,1.4,43.5,10.5,3.5,19.200000000000003,1.0,0.0,0.0
319,2024-09-15,16:30,1,0,1.0,2.0,14,1.2,1.5,49.0,2,12.0,5.0,15.2,0.0,0,0,19,14,16,6,1.0,3.0,1.0333333333333332,1.2666666666666666,45.0,10.666666666666666,3.0,19.7,0.6666666666666666,0.0,0.0
320,2024-09-21,15:00,0,0,1.0,3.0,1,0.5,1.7,47.0,20,10.0,4.0,14.9,0.0,0,0,19,1,15,5,1.3333333333333333,3.0,1.2666666666666666,1.3666666666666665,45.666666666666664,11.666666666666666,3.6666666666666665,18.333333333333332,0.3333333333333333,0.0,0.0
321,2024-09-28,17:30,1,0,1.0,2.0,11,0.6,2.5,45.0,1,8.0,3.0,22.9,0.0,0,0,19,11,17,5,1.0,2.0,0.7999999999999999,1.4000000000000001,48.0,11.0,3.6666666666666665,16.933333333333334,0.0,0.0,0.0
322,2024-10-05,15:00,0,0,3.0,5.0,3,1.0,4.2,56.0,0,17.0,6.0,20.9,0.0,0,0,19,3,15,5,1.0,2.3333333333333335,0.7666666666666666,1.9000000000000001,47.0,10.0,4.0,17.666666666666668,0.0,0.0,0.0
323,2024-10-20,14:00,1,0,1.0,2.0,12,0.8,1.6,23.0,2,3.0,2.0,17.6,0.0,0,0,19,12,14,6,1.6666666666666667,3.3333333333333335,0.6999999999999998,2.8000000000000003,49.333333333333336,11.666666666666666,4.333333333333333,19.566666666666666,0.0,0.0,0.0
324,2024-10-26,15:00,0,0,2.0,2.0,4,1.3,1.3,49.0,11,14.0,7.0,11.9,0.0,0,0,19,4,15,5,1.6666666666666667,3.0,0.7999999999999999,2.766666666666667,41.333333333333336,9.333333333333334,3.6666666666666665,20.466666666666665,0.0,0.0,0.0
325,2024-11-02,17:30,1,0,2.0,2.0,6,1.5,2.4,57.0,1,11.0,6.0,17.6,0.0,0,0,19,6,17,5,2.0,3.0,1.0333333333333332,2.3666666666666667,42.666666666666664,11.333333333333334,5.0,16.8,0.0,0.0,0.0
326,2024-11-09,15:00,1,1,2.0,0.0,16,1.3,0.6,29.0,19,8.0,4.0,23.1,0.0,0,0,19,16,15,5,1.6666666666666667,2.0,1.2,1.7666666666666666,43.0,9.333333333333334,5.0,15.700000000000001,0.0,0.0,0.0
327,2024-11-23,15:00,0,1,4.0,1.0,8,1.3,1.0,41.0,14,10.0,5.0,16.5,0.0,0,0,19,8,15,5,2.0,1.3333333333333333,1.3666666666666665,1.4333333333333333,45.0,11.0,5.666666666666667,17.533333333333335,0.0,0.0,0.0
328,2024-11-30,15:00,1,0,2.0,4.0,2,0.5,3.3,60.0,13,10.0,3.0,19.9,1.0,0,0,19,2,15,5,2.6666666666666665,1.0,1.3666666666666665,1.3333333333333333,42.333333333333336,9.666666666666666,5.0,19.066666666666666,0.0,0.0,0.0
329,2024-12-04,19:30,0,0,0.0,4.0,7,0.8,1.0,56.0,12,6.0,2.0,20.7,0.0,0,0,19,7,19,2,2.6666666666666665,1.6666666666666667,1.0333333333333332,1.633333333333333,43.333333333333336,9.333333333333334,4.0,19.833333333333332,0.3333333333333333,0.0,0.0
330,2024-12-09,20:00,0,0,1.0,2.0,18,1.4,1.0,46.0,8,19.0,5.0,17.9,0.0,0,0,19,18,20,0,2.0,3.0,0.8666666666666666,1.7666666666666666,52.333333333333336,8.666666666666666,3.3333333333333335,19.03333333333333,0.3333333333333333,0.0,0.0
331,2024-12-14,15:00,1,0,1.0,2.0,9,1.3,1.1,54.0,17,16.0,6.0,18.4,0.0,0,0,19,9,15,5,1.0,3.3333333333333335,0.8999999999999999,1.7666666666666664,54.0,11.666666666666666,3.3333333333333335,19.5,0.3333333333333333,0.0,0.0
332,2024-12-22,14:00,0,1,3.0,0.0,10,1.1,0.8,46.0,1,8.0,4.0,14.6,1.0,0,0,19,10,14,6,0.6666666666666666,2.6666666666666665,1.1666666666666667,1.0333333333333332,52.0,13.666666666666666,4.333333333333333,19.0,0.0,0.0,0.0
333,2024-12-26,17:30,1,1,2.0,0.0,13,0.9,0.4,51.0,21,7.0,4.0,24.1,1.0,0,0,19,13,17,3,1.6666666666666667,1.3333333333333333,1.2666666666666666,0.9666666666666665,48.666666666666664,14.333333333333334,5.0,16.966666666666665,0.3333333333333333,0.0,0.0
